string,difficulty,SE,HoDoKu,print_date,day_of_week
4.81E+80,easy,1.2,310,2022-05-10,Tuesday
4.30E+71,medium,2.3,644,2022-05-10,Tuesday
5.00E+78,hard,2.3,596,2022-05-10,Tuesday
1.24E+80,easy,1.2,310,2023-12-05,Tuesday
4.06E+79,medium,2.3,504,2023-12-05,Tuesday
4.31E+80,hard,2.6,1096,2023-12-05,Tuesday
6.95E+78,easy,1.2,304,2023-05-07,Sunday
1.80E+78,medium,2.3,536,2023-05-07,Sunday
3.50E+80,hard,3.4,1014,2023-05-07,Sunday
5.60E+80,easy,1.2,310,2021-03-21,Sunday
2.65E+65,medium,2.3,490,2021-03-21,Sunday
8.90E+79,hard,3,630,2021-03-21,Sunday
9.82E+79,easy,1.2,310,2023-06-17,Saturday
9.00E+78,medium,3,614,2023-06-17,Saturday
1.00E+80,hard,2.3,756,2023-06-17,Saturday
6.04E+80,easy,1.2,316,2021-01-06,Wednesday
3.71E+78,medium,2.3,556,2021-01-06,Wednesday
6.21E+80,hard,2.3,600,2021-01-06,Wednesday
8.01E+80,easy,1.2,304,2021-01-19,Tuesday
9.00E+78,medium,3,614,2021-01-19,Tuesday
8.00E+76,hard,2.3,700,2021-01-19,Tuesday
6.02E+80,easy,1.2,304,2022-01-10,Monday
8.00E+79,medium,2.3,516,2022-01-10,Monday
7.00E+76,hard,2.3,520,2022-01-10,Monday
4.01E+79,easy,1.2,304,2021-06-18,Friday
4.60E+78,medium,2,522,2021-06-18,Friday
4.20E+78,hard,2.3,520,2021-06-18,Friday
5.00E+78,easy,1.2,310,2023-06-08,Thursday
3.07E+77,medium,2.3,600,2023-06-08,Thursday
2.01E+77,hard,3.6,734,2023-06-08,Thursday
7.60E+79,easy,1.2,310,2021-02-06,Saturday
5.06E+78,medium,2.3,494,2021-02-06,Saturday
4.00E+78,hard,2,566,2021-02-06,Saturday
6.04E+80,easy,1.2,316,2021-09-05,Sunday
7.00E+76,medium,2.3,520,2021-09-05,Sunday
4.70E+80,hard,2.3,590,2021-09-05,Sunday
5.64E+80,easy,1.2,304,2021-04-16,Friday
2.00E+75,medium,2.3,590,2021-04-16,Friday
4.00E+79,hard,2.3,536,2021-04-16,Friday
5.40E+76,easy,1.2,304,2021-01-29,Friday
1.00E+80,medium,2.3,500,2021-01-29,Friday
3.80E+76,hard,2.3,620,2021-01-29,Friday
8.01E+80,easy,1.2,316,2021-04-20,Tuesday
3.01E+79,medium,2.3,510,2021-04-20,Tuesday
6.00E+80,hard,2.8,936,2021-04-20,Tuesday
1.07E+79,easy,1.2,316,2021-02-22,Monday
2.01E+78,medium,2.3,490,2021-02-22,Monday
4.01E+80,hard,2.3,634,2021-02-22,Monday
1.06E+80,easy,1.2,304,2021-08-30,Monday
8.01E+80,medium,2.8,640,2021-08-30,Monday
5.00E+79,hard,3,634,2021-08-30,Monday
4.05E+79,easy,1.2,310,2021-04-11,Sunday
2.00E+79,medium,2.3,580,2021-04-11,Sunday
6.01E+80,hard,2.5,700,2021-04-11,Sunday
2.05E+79,easy,1.2,316,2021-02-07,Sunday
5.00E+74,medium,2,726,2021-02-07,Sunday
1.05E+78,hard,2,542,2021-02-07,Sunday
1.33E+80,easy,1.2,310,2022-04-18,Monday
2.92E+79,medium,2,636,2022-04-18,Monday
6.90E+78,hard,2.8,630,2022-04-18,Monday
7.91E+78,easy,1.2,310,2023-06-25,Sunday
9.06E+79,medium,2.8,994,2023-06-25,Sunday
7.00E+77,hard,3.4,782,2023-06-25,Sunday
7.95E+79,easy,1.2,304,2023-10-07,Saturday
2.00E+80,medium,1.9,534,2023-10-07,Saturday
8.00E+78,hard,2.3,656,2023-10-07,Saturday
4.09E+80,easy,1.2,310,2023-08-08,Tuesday
3.04E+79,medium,2.3,610,2023-08-08,Tuesday
9.00E+80,hard,3.4,866,2023-08-08,Tuesday
9.08E+80,easy,1.2,304,2023-08-22,Tuesday
2.00E+77,medium,2.3,686,2023-08-22,Tuesday
3.00E+80,hard,2.3,586,2023-08-22,Tuesday
6.05E+80,easy,1.2,310,2022-11-18,Friday
1.70E+78,medium,2.3,500,2022-11-18,Friday
5.90E+80,hard,2,552,2022-11-18,Friday
9.10E+79,easy,1.2,304,2023-12-08,Friday
6.08E+78,medium,2.3,530,2023-12-08,Friday
3.00E+79,hard,2.3,550,2023-12-08,Friday
6.05E+79,easy,1.2,304,2021-05-19,Wednesday
3.60E+79,medium,2.3,526,2021-05-19,Wednesday
6.80E+75,hard,3.4,834,2021-05-19,Wednesday
6.90E+80,easy,1.2,316,2023-07-04,Tuesday
5.00E+72,medium,3.4,692,2023-07-04,Tuesday
1.00E+80,hard,2.3,506,2023-07-04,Tuesday
9.10E+80,easy,1.2,304,2021-01-30,Saturday
5.04E+79,medium,2,520,2021-01-30,Saturday
5.00E+78,hard,2.3,554,2021-01-30,Saturday
9.07E+77,easy,1.2,310,2022-04-10,Sunday
4.00E+78,medium,2.3,644,2022-04-10,Sunday
2.40E+79,hard,3,722,2022-04-10,Sunday
1.58E+80,easy,1.2,316,2020-11-11,Wednesday
8.04E+74,medium,2,602,2020-11-11,Wednesday
7.04E+80,hard,2.6,696,2020-11-11,Wednesday
2.48E+80,easy,1.2,310,2023-12-11,Monday
1.00E+78,medium,2.3,590,2023-12-11,Monday
6.00E+77,hard,3.4,1166,2023-12-11,Monday
3.09E+80,easy,1.2,310,2022-06-05,Sunday
5.06E+79,medium,2.3,504,2022-06-05,Sunday
4.00E+79,hard,2.3,510,2022-06-05,Sunday
9.03E+77,easy,1.2,304,2022-07-06,Wednesday
6.00E+79,medium,2,504,2022-07-06,Wednesday
8.00E+77,hard,2.3,654,2022-07-06,Wednesday
7.32E+77,easy,1.2,310,2023-08-10,Thursday
8.20E+79,medium,2,590,2023-08-10,Thursday
3.07E+78,hard,2.3,600,2023-08-10,Thursday
2.31E+80,easy,1.2,304,2022-04-17,Sunday
1.90E+80,medium,2.3,732,2022-04-17,Sunday
1.04E+78,hard,2.5,820,2022-04-17,Sunday
2.68E+78,easy,1.2,304,2021-05-04,Tuesday
7.00E+79,medium,2.3,726,2021-05-04,Tuesday
5.60E+78,hard,2.3,634,2021-05-04,Tuesday
1.81E+78,easy,1.2,310,2021-01-11,Monday
8.40E+80,medium,2,536,2021-01-11,Monday
7.03E+75,hard,3,986,2021-01-11,Monday
3.55E+79,easy,1.2,310,2021-03-18,Thursday
9.00E+79,medium,3.4,792,2021-03-18,Thursday
4.11E+71,hard,2.5,740,2021-03-18,Thursday
4.00E+80,easy,1.2,304,2021-07-02,Friday
2.08E+75,medium,2.3,606,2021-07-02,Friday
6.05E+78,hard,3,576,2021-07-02,Friday
5.00E+80,easy,1.2,310,2021-11-03,Wednesday
9.05E+79,medium,2,540,2021-11-03,Wednesday
7.00E+78,hard,2.3,540,2021-11-03,Wednesday
2.00E+80,easy,1.2,310,2020-12-06,Sunday
7.05E+78,medium,2.3,546,2020-12-06,Sunday
7.20E+78,hard,2.3,554,2020-12-06,Sunday
2.05E+80,easy,1.2,304,2022-12-09,Friday
6.09E+80,medium,3,580,2022-12-09,Friday
3.00E+79,hard,2.8,630,2022-12-09,Friday
3.60E+79,easy,1.2,316,2021-03-22,Monday
1.60E+80,medium,2.3,520,2021-03-22,Monday
2.06E+78,hard,2.3,716,2021-03-22,Monday
2.08E+80,easy,1.2,304,2022-10-05,Wednesday
6.10E+80,medium,2.3,526,2022-10-05,Wednesday
5.18E+79,hard,2.3,544,2022-10-05,Wednesday
5.31E+79,easy,1.2,316,2021-12-25,Saturday
5.71E+78,medium,2.3,520,2021-12-25,Saturday
8.02E+79,hard,3.4,724,2021-12-25,Saturday
1.07E+79,easy,1.2,310,2023-10-26,Thursday
8.09E+79,medium,1.9,496,2023-10-26,Thursday
9.01E+80,hard,3.4,886,2023-10-26,Thursday
4.20E+80,easy,1.2,310,2023-06-20,Tuesday
5.91E+77,medium,2,526,2023-06-20,Tuesday
2.00E+80,hard,2.3,712,2023-06-20,Tuesday
4.04E+80,easy,1.2,310,2021-06-13,Sunday
9.01E+80,medium,2,542,2021-06-13,Sunday
8.00E+79,hard,2.3,586,2021-06-13,Sunday
8.70E+80,easy,1.2,310,2021-04-21,Wednesday
1.03E+79,medium,2.3,536,2021-04-21,Wednesday
7.80E+79,hard,2.8,794,2021-04-21,Wednesday
7.03E+80,easy,1.2,304,2022-01-30,Sunday
6.00E+72,medium,2.3,666,2022-01-30,Sunday
7.01E+80,hard,3.4,1110,2022-01-30,Sunday
5.01E+80,easy,1.2,322,2023-08-01,Tuesday
8.00E+80,medium,2.3,530,2023-08-01,Tuesday
1.00E+78,hard,2,660,2023-08-01,Tuesday
2.92E+80,easy,1.2,316,2023-08-11,Friday
3.80E+79,medium,2.3,760,2023-08-11,Friday
6.10E+80,hard,3,584,2023-08-11,Friday
5.76E+79,easy,1.2,310,2021-02-02,Tuesday
7.40E+79,medium,3,940,2021-02-02,Tuesday
2.00E+79,hard,3.4,1186,2021-02-02,Tuesday
1.81E+78,easy,1.2,310,2021-01-11,Monday
8.40E+80,medium,2,536,2021-01-11,Monday
7.03E+75,hard,3,986,2021-01-11,Monday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
1.00E+79,easy,1.2,310,2021-01-17,Sunday
1.07E+75,medium,2.3,710,2021-01-17,Sunday
9.01E+80,hard,3.4,790,2021-01-17,Sunday
3.01E+80,easy,1.2,304,2021-06-22,Tuesday
1.09E+80,medium,2.3,510,2021-06-22,Tuesday
3.00E+78,hard,2.3,750,2021-06-22,Tuesday
9.50E+79,easy,1.2,316,2022-06-17,Friday
1.20E+78,medium,3,504,2022-06-17,Friday
8.01E+80,hard,2.8,740,2022-06-17,Friday
3.00E+80,easy,1.2,304,2022-07-10,Sunday
2.00E+75,medium,2.3,514,2022-07-10,Sunday
8.00E+77,hard,2.3,736,2022-07-10,Sunday
1.01E+79,easy,1.2,310,2022-06-18,Saturday
5.00E+76,medium,3,614,2022-06-18,Saturday
5.70E+79,hard,3,810,2022-06-18,Saturday
2.08E+80,easy,1.2,304,2023-10-23,Monday
9.00E+79,medium,2.3,570,2023-10-23,Monday
5.01E+78,hard,3.4,940,2023-10-23,Monday
9.10E+80,easy,1.2,310,2022-05-02,Monday
5.00E+78,medium,2,582,2022-05-02,Monday
1.00E+79,hard,2.8,1064,2022-05-02,Monday
9.61E+78,easy,1.2,304,2023-07-11,Tuesday
4.00E+78,medium,2,580,2023-07-11,Tuesday
9.40E+78,hard,2.8,570,2023-07-11,Tuesday
5.90E+79,easy,1.2,316,2022-06-14,Tuesday
4.00E+75,medium,2.3,586,2022-06-14,Tuesday
7.07E+80,hard,2.3,590,2022-06-14,Tuesday
6.09E+80,easy,1.2,310,2023-02-07,Tuesday
3.01E+80,medium,2,590,2023-02-07,Tuesday
3.00E+78,hard,3.4,994,2023-02-07,Tuesday
3.16E+80,easy,1.2,310,2023-10-22,Sunday
3.01E+80,medium,2.3,524,2023-10-22,Sunday
8.40E+79,hard,2,602,2023-10-22,Sunday
8.53E+80,easy,1.2,310,2023-07-30,Sunday
4.00E+76,medium,2,516,2023-07-30,Sunday
8.72E+78,hard,3.4,790,2023-07-30,Sunday
6.47E+79,easy,1.2,304,2022-05-14,Saturday
3.08E+70,medium,2,606,2022-05-14,Saturday
5.91E+78,hard,2.3,596,2022-05-14,Saturday
9.08E+79,easy,1.2,316,2022-04-16,Saturday
6.92E+80,medium,2.3,570,2022-04-16,Saturday
6.00E+80,hard,2.3,504,2022-04-16,Saturday
7.52E+80,easy,1.2,322,2023-01-23,Monday
7.00E+70,medium,3,624,2023-01-23,Monday
5.09E+80,hard,2.3,540,2023-01-23,Monday
4.82E+80,easy,1.2,310,2021-06-15,Tuesday
6.00E+77,medium,2.3,604,2021-06-15,Tuesday
9.85E+77,hard,4,996,2021-06-15,Tuesday
7.90E+80,easy,1.2,310,2020-12-31,Thursday
7.90E+72,medium,2.8,694,2020-12-31,Thursday
3.00E+76,hard,2,680,2020-12-31,Thursday
5.10E+79,easy,1.2,304,2021-10-07,Thursday
1.00E+78,medium,2.3,530,2021-10-07,Thursday
9.04E+73,hard,2.3,664,2021-10-07,Thursday
4.71E+80,easy,1.2,310,2021-07-24,Saturday
7.10E+80,medium,3.4,640,2021-07-24,Saturday
6.01E+78,hard,2.3,532,2021-07-24,Saturday
3.21E+80,easy,1.2,310,2021-09-30,Thursday
6.00E+80,medium,2.3,536,2021-09-30,Thursday
3.56E+77,hard,3,986,2021-09-30,Thursday
9.08E+79,easy,1.2,304,2021-08-20,Friday
2.00E+74,medium,2.3,494,2021-08-20,Friday
5.00E+63,hard,2.3,680,2021-08-20,Friday
2.08E+80,easy,1.2,310,2022-04-26,Tuesday
7.60E+77,medium,2.3,530,2022-04-26,Tuesday
3.00E+79,hard,2.8,916,2022-04-26,Tuesday
4.28E+80,easy,1.2,304,2021-02-14,Sunday
2.70E+80,medium,2.3,506,2021-02-14,Sunday
2.09E+79,hard,2.3,624,2021-02-14,Sunday
5.02E+80,easy,1.2,310,2021-02-17,Wednesday
3.00E+77,medium,2.3,526,2021-02-17,Wednesday
9.70E+78,hard,3.4,960,2021-02-17,Wednesday
6.07E+80,easy,1.2,310,2021-09-13,Monday
1.00E+80,medium,2,734,2021-09-13,Monday
4.01E+77,hard,2.3,534,2021-09-13,Monday
8.02E+80,easy,1.2,310,2022-06-03,Friday
1.52E+77,medium,2.3,500,2022-06-03,Friday
3.00E+80,hard,2.3,646,2022-06-03,Friday
1.49E+80,easy,1.2,316,2020-12-13,Sunday
6.19E+80,medium,2.3,500,2020-12-13,Sunday
3.00E+80,hard,3.4,1284,2020-12-13,Sunday
1.95E+80,easy,1.2,316,2021-03-16,Tuesday
9.01E+77,medium,2,510,2021-03-16,Tuesday
9.00E+79,hard,2.3,756,2021-03-16,Tuesday
8.76E+78,easy,1.2,304,2021-03-02,Tuesday
2.01E+77,medium,2,566,2021-03-02,Tuesday
3.00E+79,hard,2.8,696,2021-03-02,Tuesday
5.70E+79,easy,1.2,304,2021-04-23,Friday
4.20E+79,medium,2.3,592,2021-04-23,Friday
6.90E+74,hard,2.3,526,2021-04-23,Friday
6.81E+80,easy,1.2,304,2021-01-02,Saturday
3.00E+79,medium,3.4,930,2021-01-02,Saturday
2.90E+80,hard,2.3,720,2021-01-02,Saturday
1.33E+80,easy,1.2,310,2023-05-21,Sunday
2.07E+80,medium,2,546,2023-05-21,Sunday
7.02E+78,hard,3.4,850,2023-05-21,Sunday
9.40E+80,easy,1.2,310,2021-05-22,Saturday
6.02E+78,medium,2.3,522,2021-05-22,Saturday
3.00E+78,hard,3.4,730,2021-05-22,Saturday
2.96E+80,easy,1.2,310,2022-02-16,Wednesday
1.00E+79,medium,2.3,686,2022-02-16,Wednesday
6.03E+78,hard,2.3,600,2022-02-16,Wednesday
6.01E+78,easy,1.2,310,2023-04-11,Tuesday
9.00E+79,medium,2.3,510,2023-04-11,Tuesday
9.05E+80,hard,2.3,536,2023-04-11,Tuesday
2.60E+80,easy,1.2,304,2021-09-22,Wednesday
9.00E+78,medium,2,536,2021-09-22,Wednesday
7.50E+80,hard,3,526,2021-09-22,Wednesday
7.53E+78,easy,1.2,310,2022-02-24,Thursday
4.01E+80,medium,3.4,672,2022-02-24,Thursday
3.00E+80,hard,2.3,494,2022-02-24,Thursday
5.00E+80,easy,1.2,310,2022-09-15,Thursday
8.00E+80,medium,2.3,636,2022-09-15,Thursday
9.00E+80,hard,2.3,710,2022-09-15,Thursday
4.01E+80,easy,1.2,304,2020-12-28,Monday
4.00E+74,medium,2.3,530,2020-12-28,Monday
1.45E+74,hard,2.3,704,2020-12-28,Monday
8.42E+80,easy,1.2,310,2021-01-10,Sunday
6.10E+80,medium,2,686,2021-01-10,Sunday
6.20E+76,hard,2.3,680,2021-01-10,Sunday
1.56E+78,easy,1.2,310,2022-11-20,Sunday
5.06E+79,medium,2.3,622,2022-11-20,Sunday
6.00E+78,hard,2.3,686,2022-11-20,Sunday
4.86E+80,easy,1.2,304,2021-01-05,Tuesday
1.50E+76,medium,2.3,610,2021-01-05,Tuesday
1.08E+78,hard,3.4,862,2021-01-05,Tuesday
4.61E+80,easy,1.2,316,2021-08-26,Thursday
8.00E+77,medium,2.3,504,2021-08-26,Thursday
3.80E+80,hard,3.4,944,2021-08-26,Thursday
8.09E+79,easy,1.2,310,2021-05-25,Tuesday
7.00E+80,medium,2,530,2021-05-25,Tuesday
1.00E+76,hard,3.4,734,2021-05-25,Tuesday
8.07E+80,easy,1.2,304,2022-01-26,Wednesday
6.00E+79,medium,3,494,2022-01-26,Wednesday
8.00E+78,hard,3.4,820,2022-01-26,Wednesday
8.41E+77,easy,1.2,310,2021-09-23,Thursday
4.01E+78,medium,2.3,860,2021-09-23,Thursday
5.00E+78,hard,3,830,2021-09-23,Thursday
5.08E+80,easy,1.2,316,2021-05-20,Thursday
6.90E+80,medium,2.3,526,2021-05-20,Thursday
5.31E+80,hard,2.3,896,2021-05-20,Thursday
4.60E+80,easy,1.2,310,2021-04-27,Tuesday
3.26E+80,medium,2.3,530,2021-04-27,Tuesday
5.68E+78,hard,3.4,720,2021-04-27,Tuesday
1.01E+80,easy,1.2,310,2023-04-08,Saturday
3.60E+79,medium,2.3,526,2023-04-08,Saturday
9.00E+80,hard,4,1040,2023-04-08,Saturday
8.03E+79,easy,1.2,310,2022-07-07,Thursday
6.00E+78,medium,2.3,636,2022-07-07,Thursday
3.02E+78,hard,2,520,2022-07-07,Thursday
9.23E+79,easy,1.2,310,2021-02-04,Thursday
5.00E+79,medium,2.8,830,2021-02-04,Thursday
8.00E+80,hard,3.4,910,2021-02-04,Thursday
5.76E+79,easy,1.2,310,2023-09-26,Tuesday
4.03E+73,medium,2.3,696,2023-09-26,Tuesday
6.80E+77,hard,2.3,612,2023-09-26,Tuesday
8.70E+77,easy,1.2,304,2022-08-02,Tuesday
6.00E+77,medium,3.4,574,2022-08-02,Tuesday
3.01E+76,hard,2.3,534,2022-08-02,Tuesday
9.10E+79,easy,1.2,304,2022-01-23,Sunday
6.00E+80,medium,2.3,564,2022-01-23,Sunday
9.20E+80,hard,2.8,756,2022-01-23,Sunday
3.93E+80,easy,1.2,304,2023-03-29,Wednesday
9.00E+79,medium,2.3,586,2023-03-29,Wednesday
6.00E+80,hard,3,660,2023-03-29,Wednesday
5.93E+80,easy,1.2,304,2022-07-01,Friday
8.71E+79,medium,2.3,520,2022-07-01,Friday
8.60E+78,hard,2.3,606,2022-07-01,Friday
3.78E+79,easy,1.2,304,2021-01-03,Sunday
1.00E+77,medium,2.3,610,2021-01-03,Sunday
7.00E+77,hard,4,924,2021-01-03,Sunday
7.30E+80,easy,1.2,304,2022-05-13,Friday
8.03E+80,medium,3,504,2022-05-13,Friday
1.00E+80,hard,2.3,536,2022-05-13,Friday
8.11E+80,easy,1.2,310,2021-02-21,Sunday
1.08E+76,medium,3,662,2021-02-21,Sunday
7.01E+80,hard,2.3,700,2021-02-21,Sunday
2.05E+80,easy,1.2,304,2021-02-01,Monday
1.06E+78,medium,2.3,526,2021-02-01,Monday
8.74E+79,hard,2.8,748,2021-02-01,Monday
7.90E+80,easy,1.2,304,2023-02-04,Saturday
5.01E+79,medium,3.4,764,2023-02-04,Saturday
4.00E+78,hard,3,640,2023-02-04,Saturday
4.12E+79,easy,1.2,310,2022-03-09,Wednesday
4.01E+78,medium,2,516,2022-03-09,Wednesday
3.00E+79,hard,3.4,730,2022-03-09,Wednesday
9.50E+80,easy,1.2,316,2021-07-30,Friday
6.13E+79,medium,1.9,516,2021-07-30,Friday
1.25E+72,hard,2.8,720,2021-07-30,Friday
5.08E+80,easy,1.2,316,2021-05-20,Thursday
6.90E+80,medium,2.3,526,2021-05-20,Thursday
5.31E+80,hard,2.3,896,2021-05-20,Thursday
2.85E+80,easy,1.2,304,2023-02-12,Sunday
3.90E+77,medium,2.3,532,2023-02-12,Sunday
6.00E+80,hard,3,564,2023-02-12,Sunday
7.03E+80,easy,1.2,310,2021-01-28,Thursday
3.41E+78,medium,2,526,2021-01-28,Thursday
1.00E+79,hard,2.3,530,2021-01-28,Thursday
1.70E+79,easy,1.2,310,2022-04-06,Wednesday
9.00E+80,medium,2.3,514,2022-04-06,Wednesday
7.00E+80,hard,2.3,564,2022-04-06,Wednesday
2.94E+80,easy,1.2,310,2022-10-16,Sunday
5.00E+76,medium,2.3,574,2022-10-16,Sunday
2.00E+73,hard,3.4,596,2022-10-16,Sunday
5.23E+79,easy,1.2,322,2023-09-28,Thursday
2.01E+80,medium,2.3,592,2023-09-28,Thursday
1.01E+80,hard,2.3,666,2023-09-28,Thursday
9.50E+80,easy,1.2,304,2021-05-09,Sunday
4.00E+79,medium,3.4,660,2021-05-09,Sunday
1.21E+79,hard,4,832,2021-05-09,Sunday
5.60E+80,easy,1.2,310,2021-03-30,Tuesday
8.00E+80,medium,2.3,580,2021-03-30,Tuesday
5.00E+78,hard,2.8,674,2021-03-30,Tuesday
7.54E+79,easy,1.2,310,2023-10-17,Tuesday
3.00E+78,medium,2.3,516,2023-10-17,Tuesday
1.06E+80,hard,3.4,724,2023-10-17,Tuesday
4.86E+80,easy,1.2,304,2021-01-05,Tuesday
1.50E+76,medium,2.3,610,2021-01-05,Tuesday
1.08E+78,hard,3.4,862,2021-01-05,Tuesday
5.23E+79,easy,1.2,322,2021-08-11,Wednesday
1.01E+78,medium,2.3,512,2021-08-11,Wednesday
2.00E+80,hard,3.4,750,2021-08-11,Wednesday
6.84E+77,easy,1.2,304,2021-02-15,Monday
4.70E+76,medium,2.3,520,2021-02-15,Monday
1.90E+80,hard,2.3,566,2021-02-15,Monday
6.00E+78,easy,1.2,316,2021-03-19,Friday
7.01E+75,medium,2,564,2021-03-19,Friday
1.09E+80,hard,2.3,524,2021-03-19,Friday
8.90E+80,easy,1.2,310,2023-01-09,Monday
4.30E+74,medium,3,630,2023-01-09,Monday
9.60E+79,hard,2.3,656,2023-01-09,Monday
7.01E+80,easy,1.2,304,2020-12-29,Tuesday
3.90E+79,medium,2,540,2020-12-29,Tuesday
1.30E+78,hard,3,1120,2020-12-29,Tuesday
2.09E+80,easy,1.2,310,2022-09-02,Friday
8.07E+80,medium,2.3,532,2022-09-02,Friday
2.37E+76,hard,3.4,726,2022-09-02,Friday
3.09E+79,easy,1.2,310,2023-07-06,Thursday
7.00E+79,medium,2.3,516,2023-07-06,Thursday
5.00E+80,hard,3,570,2023-07-06,Thursday
2.08E+79,easy,1.2,310,2022-12-26,Monday
4.01E+75,medium,3.4,676,2022-12-26,Monday
8.60E+78,hard,2.3,606,2022-12-26,Monday
3.01E+77,easy,1.2,304,2021-03-26,Friday
3.51E+75,medium,2.3,536,2021-03-26,Friday
4.00E+80,hard,2,706,2021-03-26,Friday
3.80E+77,easy,1.2,304,2022-10-27,Thursday
5.00E+78,medium,2.3,546,2022-10-27,Thursday
7.09E+78,hard,3,624,2022-10-27,Thursday
1.09E+80,easy,1.2,310,2022-05-05,Thursday
7.80E+80,medium,2.3,650,2022-05-05,Thursday
6.00E+77,hard,2.3,660,2022-05-05,Thursday
7.02E+77,easy,1.2,304,2023-01-21,Saturday
2.65E+65,medium,2.3,490,2023-01-21,Saturday
8.00E+75,hard,3.4,656,2023-01-21,Saturday
7.00E+78,easy,1.2,304,2022-06-23,Thursday
9.00E+80,medium,2.3,510,2022-06-23,Thursday
9.00E+74,hard,3,580,2022-06-23,Thursday
2.92E+80,easy,1.2,316,2021-05-13,Thursday
7.06E+77,medium,2.3,590,2021-05-13,Thursday
1.00E+80,hard,3.4,1156,2021-05-13,Thursday
5.08E+80,easy,1.2,304,2021-02-11,Thursday
4.01E+78,medium,2.3,494,2021-02-11,Thursday
3.00E+79,hard,2.3,586,2021-02-11,Thursday
3.96E+80,easy,1.2,304,2021-02-24,Wednesday
5.01E+79,medium,3.4,764,2021-02-24,Wednesday
5.08E+76,hard,2.3,556,2021-02-24,Wednesday
3.60E+80,easy,1.2,304,2022-10-11,Tuesday
4.00E+76,medium,2,516,2022-10-11,Tuesday
8.00E+75,hard,2.3,520,2022-10-11,Tuesday
1.81E+78,easy,1.2,310,2021-01-11,Monday
8.40E+80,medium,2,536,2021-01-11,Monday
7.03E+75,hard,3,986,2021-01-11,Monday
6.47E+79,easy,1.2,304,2023-07-28,Friday
9.04E+80,medium,3.4,670,2023-07-28,Friday
3.95E+67,hard,2.3,584,2023-07-28,Friday
2.00E+80,easy,1.2,310,2020-12-06,Sunday
7.05E+78,medium,2.3,546,2020-12-06,Sunday
7.20E+78,hard,2.3,554,2020-12-06,Sunday
6.20E+79,easy,1.2,310,2023-02-23,Thursday
9.00E+79,medium,2.3,678,2023-02-23,Thursday
6.01E+79,hard,3.4,666,2023-02-23,Thursday
1.88E+78,easy,1.2,310,2021-03-08,Monday
4.20E+78,medium,3,564,2021-03-08,Monday
4.00E+80,hard,3.4,844,2021-03-08,Monday
9.05E+80,easy,1.2,304,2021-03-25,Thursday
5.00E+78,medium,2,710,2021-03-25,Thursday
4.00E+74,hard,2.3,744,2021-03-25,Thursday
2.36E+77,easy,1.2,316,2021-05-18,Tuesday
2.01E+80,medium,2.3,592,2021-05-18,Tuesday
4.00E+80,hard,3,494,2021-05-18,Tuesday
2.09E+79,easy,1.2,310,2021-03-10,Wednesday
4.00E+80,medium,2.3,530,2021-03-10,Wednesday
5.02E+75,hard,2.3,750,2021-03-10,Wednesday
7.01E+80,easy,1.2,304,2021-11-09,Tuesday
6.09E+75,medium,3.4,564,2021-11-09,Tuesday
4.92E+78,hard,2.3,656,2021-11-09,Tuesday
1.88E+78,easy,1.2,310,2021-03-08,Monday
4.20E+78,medium,3,564,2021-03-08,Monday
4.00E+80,hard,3.4,844,2021-03-08,Monday
4.00E+79,easy,1.2,310,2023-02-20,Monday
1.01E+80,medium,2.3,520,2023-02-20,Monday
2.60E+78,hard,3.4,1000,2023-02-20,Monday
6.73E+80,easy,1.2,310,2021-12-12,Sunday
1.01E+76,medium,2.3,736,2021-12-12,Sunday
3.08E+77,hard,2.3,690,2021-12-12,Sunday
4.00E+80,easy,1.2,304,2021-08-06,Friday
8.90E+80,medium,2,660,2021-08-06,Friday
1.50E+77,hard,2.3,606,2021-08-06,Friday
6.25E+80,easy,1.2,304,2021-12-08,Wednesday
6.00E+79,medium,2.3,512,2021-12-08,Wednesday
7.00E+80,hard,2,720,2021-12-08,Wednesday
2.00E+80,easy,1.2,310,2023-08-23,Wednesday
2.09E+77,medium,1.9,500,2023-08-23,Wednesday
9.43E+79,hard,2.3,590,2023-08-23,Wednesday
7.29E+80,easy,1.2,316,2022-02-27,Sunday
9.02E+74,medium,3,784,2022-02-27,Sunday
3.01E+77,hard,2.5,704,2022-02-27,Sunday
5.06E+79,easy,1.2,304,2022-08-06,Saturday
5.00E+78,medium,2,800,2022-08-06,Saturday
6.00E+78,hard,2.3,686,2022-08-06,Saturday
8.11E+80,easy,1.2,310,2021-02-21,Sunday
1.08E+76,medium,3,662,2021-02-21,Sunday
7.01E+80,hard,2.3,700,2021-02-21,Sunday
4.00E+80,easy,1.2,310,2021-04-12,Monday
1.00E+76,medium,3,560,2021-04-12,Monday
7.00E+79,hard,2.8,706,2021-04-12,Monday
6.01E+79,easy,1.2,304,2021-04-24,Saturday
1.01E+78,medium,3.4,744,2021-04-24,Saturday
6.00E+80,hard,2.3,820,2021-04-24,Saturday
2.70E+80,easy,1.2,310,2023-11-22,Wednesday
5.00E+78,medium,2.3,516,2023-11-22,Wednesday
3.00E+77,hard,2.3,526,2023-11-22,Wednesday
1.06E+80,easy,1.2,310,2023-06-28,Wednesday
9.00E+78,medium,2.3,664,2023-06-28,Wednesday
